10217,Harry Potter Winkelgasse,True
10218,Zoohandlung,True
10219,Maersk Train,True
10220,Volkswagen T1 Campingbus,True
10221,Super-Sternenzerstörer™,True
10222,Winterliches Postamt,True
10231,Shuttle Expedition,True
10285,Compass Sensor for Mindstorms NXT,False
11995,Hero Recon Team,False
20019,Slave I,False
20020,Mini Turbo Shredder,False
20021,Bounty Hunter Gunship - Mini,False
2011,Lego Duck,False
20200,LEGO® Master Builder Academy Space Designer,False
20201,"""MBA Level One - Kit 2",False
20202,"""MBA Level One - Kit 3",False
20203,"""MBA Level Two - Kit 4",False
2063,Stormer 2.0,True
2065,Furno 2.0,True
2067,Evo 2.0,True
2068,Nex 2.0,True
21000,Willis Tower (Sears Tower),False
21008,Architecture Burj Kalifa,True
21009,Farnsworth House™,True
21010,"""Baukasten",True
21011,Brandenburger Tor,True
21100,Shinkai 6500 Submarine,False
2111,Kai,False
2112,Cole,False
2113,Zane,False
2114,Chopov,False
2115,Bonezai,False
2116,Krazi,False
21200,Life of George,False
2141,Surge 2.0,True
2142,Breez 2.0,True
2143,Rocka 3.0,True
2144,Nex 3.0,True
2145,Stormer 3.0,True
2170,Cole DX,False
2171,Zane DX,False
2172,Nya,False
2173,Nuckal,False
2174,Kruncha,False
2175,Wyplash,False
2182,Bulk 3.0,True
2183,Stringer 3.0,True
2191,Furno 3.0,True
2192,Drilldozer,True
2193,Jetbug,True
2194,Nitroblast,True
2231,Waspix,True
2232,Raw-Jaw,True
2233,Fangz,True
2235,Fire Lord,True
2236,Scorpio,True
2254,Bergschrein,True
2255,Sensei Wu,False
2256,Lord Garmadon,False
2257,Spinjitzu Starter-Set,False
2258,Ninja Hinterhalt,True
2259,Skelett Chopper,True
2260,Eisdrache,True
2263,Turbo Shredder,True
2282,Rocka XL,True
2283,Witch Doctor,True
2504,Spinjitzu Trainingszentrum,True
2505,Garmadons Festung,True
2506,Monster-Truck,True
2507,Ninja Feuertempel,True
2508,Geheime Schmiedewerkstatt,True
2509,Erddrache,True
2516,Ninja Außenposten,True
2518,Ninjago Nuckals Quadbike,True
