10279,Volkswagen T2 Campingbus,True
10280,Blumenstrauß,True
10281,Bonsai Baum,True
10282,adidas Originals Superstar,True
10283,NASA-Spaceshuttle „Discovery“,True
10284,Camp Nou – FC Barcelona,True
10289,Paradiesvogelblume,True
10290,Pickup,True
10291,Queer Eye – Das Loft der Fab 5,True
10292,Friends Apartments,True
10293,Besuch des Weihnachtsmanns,True
10294,LEGO® Titanic,True
10295,Porsche 911,True
10772,Mickys Propellerflugzeug,True
10773,Minnies Eisdiele,True
10774,Mickys und Minnies Weltraumrakete,True
10775,Mickys und Donald Duck's Farm,True
10776,Mickys Feuerwehrstation und Feuerwehrauto,True
10939,Ausbruch des T. rex und Triceratops,False
10940,Spider-Mans Hauptquartier,False
10942,Minnies Haus mit Café,False
10944,Spaceshuttle Weltraummission,False
10945,Müllabfuhr und Wertstoffhof,False
10946,Familienabenteuer mit Campingbus,False
10947,Rennwagen,False
10948,Parkhaus mit Autowaschanlage,False
10949,Tierpflege auf dem Bauernhof,False
10950,Traktor und Tierpflege,False
10951,Pferdestall und Ponypflege,False
10952,"""Scheune",False
10954,Zahlenzug – Zählen lernen,True
10956,Erlebnispark,False
10961,Flugzeug und Flughafen,False
11012,Kreativ-Bauset mit weißen Steinen,True
11014,Steinebox mit Rädern,True
11015,Einmal um die Welt,True
21056,Taj Mahal,True
21057,Singapur,True
21168,Der Wirrwald,True
21169,Das erste Abenteuer,True
21171,Der Pferdestall,True
21172,Das zerstörte Portal,True
21173,Der Himmelsturm,True
21174,Das moderne Baumhaus,True
21176,Die Dschungel Ungeheuer,True
21226,Gemeinsames Kunstprojekt,True
21325,Mittelalterliche Schmiede,True
21326,Peter Plys,True
21327,Schreibmaschine,True
21328,Seinfeld,True
21329,LEGO® Ideas Fender® Stratocaster™,True
21330,LEGO® Ideas Home Alone,True
30330,Geburtstagskuchen,False
30341,Monkie Kid's Lieferfahrrad,True
30363,Rennboot,False
30366,Polizeiauto,False
30386,Poe Damerons X-Wing Starfighter™,False
30394,Die Skelett-Abwehr,False
30403,Olivia's Ferngesteuertes Boot,False
30464,El Fuego's Stunt Kanone,False
30550,Osterhase,False
30572,Rennwagen,False
30575,Zug,False
31115,Weltraum-Mech,True
31116,Safari-Baumhaus,True
31117,Spaceshuttle-Abenteuer,True
31119,Riesenrad,True
31120,Mittelalterliche Burg,True
31121,Krokodil,True
31122,Aquarium,True
31203,Weltkarte,True
40179,Mosaik-Designer,False
40269,DUPLO Bilderrahmen,True
40334,Avengers Tower,True
40336,Newbury  Saft Bar,True
40370,LEGO® Züge 40. Geburtstag Jubiläum Set,True
40399,Blume,True
40420,"""Gru",True
40421,"""Belle Bottom",True
40442,Goldfisch,True
40443,Wellensittich,True
40454,Spider-Man vs. Venom und Iron Venom,False
40456,Micky Maus,True
40457,Minnie Maus,True
40463,Osterhase,True
40472,Ferngesteuertes Monkie Kids Rennen,False
40476,Daisy Duck,True
40477,"""Dagobert Duck",True
40478,Kleines Disney Schloss,True
40479,Dalmatiner,True
40480,Rot getigerte Katze,True
40481,Nymphensittich,True
40482,Hamster,True
40490,NINJAGO® 10,True
40492,La Catrina,True
40493,Spinne und Geisterhaus,True
40494,Eisbär und Geschenk,True
40495,"""Harry",True
40496,"""Voldemort™",True
40497,Halloween-Eule,True
40498,Weihnachtspinguin,True
40499,Schlitten des Weihnachtsmanns,True
40500,Minifiguren aus der Zauberwelt – Zubehörset,False
40511,Kung-Fu-Training der Minions,False
40516,Jeder ist besonders,True
41440,Heartlake City Bäckerei,True
41441,Trainingskoppel und Pferdeanhänger,True
41442,Tierrettungs-Quad,True
41445,Tierrettungswagen,True
41446,Heartlake City Tierklinik,True
41450,Heartlake City Kaufhaus,True
41667,Olivias Spiele-Würfel,False
41668,Emmas Mode-Würfel,False
41669,Mias Fußball-Würfel,False
41670,Stephanies Ballett-Würfel,False
41671,Andreas Schwimmstar-Würfel,False
41677,Wasserfall im Wald,True
41679,Baumhaus im Wald,True
41681,Wohnmobil- und Segelbootausflug,True
41682,Heartlake City Schule,True
41683,Reiterhof im Wald,True
41684,Heartlake City Hotel,True
41685,Magische Jahrmarktachterbahn,True
41686,Magische Akrobatikshow,True
41687,Magische Jahrmarktbuden,True
