10297,Boutique-Hotel,True
10298,LEGO® Vespa 125,True
10299,Real Madrid - Santiago Bernabéu Stadion,True
10300,Die Zeitmaschine aus Zurück in die Zukunft,True
10302,Optimus Prime,True
10303,Looping-Achterbahn,True
10304,Chevrolet Camaro Z28,True
10305,Burg der Löwenritter,True
10306,Atari® 2600,True
10307,Eiffelturm,True
10308,Weihnachtlich geschmückte Hauptstraße,True
10309,Sukkulenten,True
10311,Orchidee,True
10411,Lerne etwas über die chinesische Kultur,True
10497,Entdeckerraumschiff,True
10777,Mickys und Minnies Campingausflug,True
10778,"""Micky",True
10780,Mickys Burgabenteuer,True
10781,Miles Morales: Spider-Mans Techno-Trike,True
10782,Hulks und Rhinos Truck-Duell,True
10783,Spider-Man in Doc Ocks Labor,True
10784,Spider-Mans Hauptquartier,True
10938,Dinosaurier Kindergarten,True
10959,Polizeistation mit Hubschrauber,True
10960,Belles Ballsaal,True
10962,Buzz Lightyears Planetenmission,True
10963,Spider-Man & Friends: Jahrmarktabenteuer,True
10964,Badewannenspaß: Schwimmender Panda,False
10965,Badewannenspaß: Schwimmender Tierzug,False
10966,Badewannenspaß: Schwimmende Tierinsel,False
10967,Polizeimotorrad,True
10968,Arztbesuch,True
10969,Feuerwehrauto,True
10970,Feuerwehrwache mit Hubschrauber,True
10971,Wilde Tiere Afrikas,True
10972,Wilde Tiere des Ozeans,True
10973,Wilde Tiere Südamerikas,True
10974,Wilde Tiere Asiens,True
10975,Wilde Tiere der Welt,True
10976,Lebkuchenhaus mit Weihnachtsmann,True
10977,Mein erstes Hündchen & Kätzchen – mit Ton,False
10978,Kreativer Bauspaß,False
10979,Wilde Tiere Europas,True
10980,LEGO® DUPLO® Bauplatte in Grün,False
11017,Kreative Monster,True
11018,Kreativer Meeresspaß,True
11019,Bausteine und Funktionen,True
11020,Gemeinsam bauen,True
11021,90 Jahre Spielspaß,True
11022,XXL Steinebox Erde und Weltraum,True
11023,Grüne Bauplatte,False
11024,Graue Bauplatte,False
11025,Blaue Bauplatte,False
11026,Weiße Bauplatte,False
21058,Cheops-Pyramide,True
21177,Der Hinterhalt des Creeper™,True
21178,Die Fuchs-Lodge,True
21179,Das Pilzhaus,True
21180,Das Wächterduell,True
21181,Die Kaninchenranch,True
21183,Das Trainingsgelände,True
21184,Die Bäckerei,True
21185,Die Netherbastion,True
21186,Der Eispalast,True
21187,Die rote Scheune,True
21188,Das Lamadorf,True
21189,Das Skelettverlies,True
21190,Das verlassene Dorf,True
