10217,Harry Potter Winkelgasse
10218,Zoohandlung
10219,Maersk Train
10220,Volkswagen T1 Campingbus
10221,Super-Sternenzerstörer™
10222,Winterliches Postamt
10231,Shuttle Expedition
10285,Compass Sensor for Mindstorms NXT
11995,Hero Recon Team
20019,Slave I
20020,Mini Turbo Shredder
20021,Bounty Hunter Gunship - Mini
2011,Lego Duck
20200,LEGO® Master Builder Academy Space Designer
20201,"MBA Level One - Kit 2, Microbuild Designer"
20202,"MBA Level One - Kit 3, Robot Designer"
20203,"MBA Level Two - Kit 4, Flight Designer"
2063,Stormer 2.0
2065,Furno 2.0
2067,Evo 2.0
2068,Nex 2.0
21000,Willis Tower (Sears Tower)
21008,Architecture Burj Kalifa
21009,Farnsworth House™
21010,"Baukasten, Robie House"
21011,Brandenburger Tor
21100,Shinkai 6500 Submarine
2111,Kai
2112,Cole
2113,Zane
2114,Chopov
2115,Bonezai
2116,Krazi
21200,Life of George
2141,Surge 2.0
2142,Breez 2.0
2143,Rocka 3.0
2144,Nex 3.0
2145,Stormer 3.0
2170,Cole DX
2171,Zane DX
2172,Nya
2173,Nuckal
2174,Kruncha
2175,Wyplash
2182,Bulk 3.0
2183,Stringer 3.0
2191,Furno 3.0
2192,Drilldozer
2193,Jetbug
2194,Nitroblast
2231,Waspix
2232,Raw-Jaw
2233,Fangz
2235,Fire Lord
2236,Scorpio
2254,Bergschrein
2255,Sensei Wu
2256,Lord Garmadon
2257,Spinjitzu Starter-Set
2258,Ninja Hinterhalt
2259,Skelett Chopper
2260,Eisdrache
2263,Turbo Shredder
2282,Rocka XL
2283,Witch Doctor
2504,Spinjitzu Trainingszentrum
2505,Garmadons Festung
2506,Monster-Truck
2507,Ninja Feuertempel
2508,Geheime Schmiedewerkstatt
2509,Erddrache
2516,Ninja Außenposten
2518,Ninjago Nuckals Quadbike
2519,Ninjago Skelett Bowling
2520,Ninjago Battle Arena
2521,Lightning Dragon Battle
30014,Police Helicopter
30015,Jetski + 2 Figuren Exklusives Promoset
30016,Small Satellite
30023,Lighthouse
30024,Lkw
30025,Anemonenfisch - Polybag
30026,Panda
30027,Reindeer
30028,Wreath
30029,LEGO Pudsey Bear
30036,Buggy Racer
30052,Mini AAT-Panzer
30053,Republic Attack Cruiser - Mini
30054,AT-ST - Mini
30055,Vulture Droid - Mini
30080,Ninja Glider
30081,Mini Skeleton Chopper Sonderedition
30082,Enemy Training
30083,Ninjago Dragon Fight
30084,Blauer Ninja Jay + Schwarzes Katana
30090,Pharaoh's Quest Desert Glider / Miniflugzeug
30091,"Pharaoh's Quest Desert Rover / Wüstenfahrzeug, exklusives Minise"
30110,Trolley
30111,Harry Potter mit Zaubertranklabor
30120,Guido
30121,Grem
30130,Mini Black Pearl
30131,Pirates of the Caribbean / Fluch der Karibik: Captain Jack Sparr
30132,"Captain Jack Sparrow Figur ""Voodoo"""
30133,Pirates of the Caribbean / Fluch der Karibik: Captain Jack Sparr
30140,ADU Walker
30141,ADU Jetpack
3365,Mond-Buggy
3366,Satellitenstartrampe
3367,Space Shuttle
3368,Raketenstation
3648,Police Chase
3658,Police Helicopter
3661,Bank & Money Transfer
3677,Güterzug mit Diesellokomotive
3815,Helden der Tiefe
3816,Handschuhwelt
3852,Sunblock
3853,Banana Balance
3854,Frog Rush
3855,Ramses Return
3856,LEGO® Ninjago
3857,die Bucht von Draida
3858,die Wälder von Waldurk
3859,Die Höhlen von Nathuz
3860,HEROICA™ Die Festung Fortaan
3861,Champion
40015,Heart Book
40016,Valentine Letter Set
40017,Easter Basket
40018,Easter Bunny with Eggs
40019,Brickley
40020,Halloween Set
40021,Spiders Set
40022,Mini Santa Set
40023,Holiday Stocking
40024,Weihnachtsbaum
40028,Mini Hogwarts Express
4181,Isla de Muerta
4182,Flucht vor den Kannibalen
4183,Duell bei der Mühle
4184,The Black Pearl
4191,Kapitänskabine
4192,Quelle der ewigen Jugend
4193,Flucht aus London
4194,Whitecap Bay
4195,Queen Anne's Revenge
4641,Speedboot
4642,Fischerboot
4643,Powerboot Transporter
4644,Strandpromenade
4645,Hafen
4865,Der verbotene Wald
4866,Der Fahrende Ritter
4867,Hogwarts
5410,Emma
5679,Motorradpolizist
5680,Polizeitransporter
5681,Polizeistation
5682,Feuerwehrwagen
5683,Marktstand
5684,Autotransporter
5685,Tierärztin
5695,Arztpraxis
5696,Autowaschanlage
5748,Bausteine-Trommel
5749,Bausteine-Trommel
5761,Bagger
5761,Bagger
5762,Mini Flugzeug
5763,Buggy
5764,Roboter
5765,Tieflader mit Helikopter
5766,Blockhaus
5767,Gelbes Cabrio
5770,Lighthouse Island
5771,Villa
5793,Notärztin
5794,Rettungshubschrauber
5817,Hook als Agent
5818,Unterwegs mit Luigi und Guido
5819,Rennen in Tokio
5828,Big Bentley
5829,Großer Boxenstopp
5929,"Bausteine Burg"""
5930,"Bausteine Straßenbau"""
5932,Steine & Co.  Mein erstes Lego® Set
5933,"Bausteine Flughafen"""
5945,Winnie Poohs Picknick
5946,Ausflug mit Tigger und Ferkel
6051,Buchstaben-Lernspiel-Set
6053,My First LEGO Town
6130,DUPLO Build and Play
6131,Build and Play
6136,Mein erster Zoo
6137,Mein Erster Supermarkt
6138,Meine erste LEGO® DUPLO® Feuerwehrstation
6202,ROCKA
66375,City Super Pack
66377,"inkl. 7869 Battle for Geonosis, 7913 und 7914 Battle Pack"
66378,STAR WARS SUPER PACK 3 IN 1
66380,LEGO Creative Value Pack (TRU UK Exclusive)
66383,Super Pack 3 in 1 (2258 2259 2519)
66386,Cars 2 Super Pack 3 in 1 (8206 8426 8487)
66387,Cars 2 Super Pack 3 in 1 (8200 8201 8206)
66388,City Super Pack 4 in 1 (7498 7235 7279 7285)
66389,City Super Pack 5 in 1 (7288 7279 7285 7286 7741)
66394,Ninjago Super Pack 3 in 1 (2506 2259 2260)
66395,3 in 1 Superpack (7957 + 7913 + 7914)
66396,Superpack 3 in 1
66397,4in1 Super Pack 8069+8067+8065+8047
66404,"Hero Factory Super Pack 2 in 1 (2065, 2067)"
6918,Hinterhalt in der Schmiede
7049,Alien Striker
7050,Alien Defender
7051,Tripod Invader
7052,UFO Abduction
7065,Alien Mothership
7066,Earth Defense HQ
7067,Alien Conquest : Einsatz im Rotor-Jet
7187,Flucht aus dem Drachengefängnis
7188,Angriff auf die Königskutsche
7189,Überfall auf das Mühlen-Dorf
7279,Polizei Minifigurensammlung
7285,Polizeihundeinsatz
7286,Gefangenentransporter
7287,Polizeiboot
7288,Polizei Truck
7305,Angriff des Skarabäus
7306,Jagd nach dem Goldstab
7307,Duell in der Luft
7325,Verwunschene Kobra
7326,"Geheimnisvolle Sphinx, 527 Teile"
7327,Pyramide des Pharaos
7498,Polizeistation
7499,Flexible und gerade Schienen
7553,Advent Calendar 2011 City
7553,Advent Calendar 2011 City (Day  9) Ice Fisherman
7553,Advent Calendar 2011 City (Day 10) Camp Fire and Fishing Pole
7553,Advent Calendar 2011 City (Day 11) Wall with Doorway
7553,Advent Calendar 2011 City (Day 12) Wall with Small Window
7553,Advent Calendar 2011 City (Day 13) Police Officer with Radio
7553,Advent Calendar 2011 City (Day 14) Forensic Lab
7553,Advent Calendar 2011 City (Day 15) Police Car Base
7553,Advent Calendar 2011 City (Day 16) Police Car Middle Section
7553,Advent Calendar 2011 City (Day 17) Police Car Top Section
7553,Advent Calendar 2011 City (Day 18) Robber with Crowbar
7553,Advent Calendar 2011 City (Day  1) Robber with Snowball
7553,Advent Calendar 2011 City (Day 19) Safe with Gold Bars
7553,Advent Calendar 2011 City (Day 20) Orange Snowmobile
7553,Advent Calendar 2011 City (Day 21) Sled with Crate
7553,Advent Calendar 2011 City (Day 22) White Snowmobile
7553,Advent Calendar 2011 City (Day 23) Dog with Bone
7553,Adventskalender
7553,Advent Calendar 2011 City (Day  2) Catapult
7553,Advent Calendar 2011 City (Day  3) Police Officer with Handcuffs
7553,Advent Calendar 2011 City (Day  4) Wall with Barred Window
7553,Advent Calendar 2011 City (Day  5) Wall with Large Window
7553,Advent Calendar 2011 City (Day  6) Christmas Tree
7553,Advent Calendar 2011 City (Day  7) Skateboard and Gifts
7553,Advent Calendar 2011 City (Day 8) Bed
7696,Commuter Jet
7868,Mace Windu's Jedi Starfighter
7869,Battle for Geonosis
7877,Naboo Starfighter™
7879,Hoth™ Echo Base™
7913,Clone Trooper Battle Pack
7914,Mandalorian Battle Pack
7915,Imperial V-wing Starfighter
7929,The Battle of Naboo
7930,Bounty Hunter Assault Gunship
7931,T-6 Jedi Shuttle
7956,Ewok Attack
7957,Sith Nightspeeder
7958,Advent Calendar 2011 Star Wars
7958,Advent Calendar 2011 Star Wars (Day  9) - X-wing Fighter
7958,Advent Calendar 2011 Star Wars (Day 10) - Imperial Shuttle
